game_pk,game_date,season,home_team,away_team,home_runs_scored,away_runs_scored,total_runs,home_runs_hit,strikeouts,walks,hits,total_pitches,avg_exit_velocity,n_barrels,n_bbe,barrel_rate,hr_h_ratio,game_start_utc
530083,2018-05-19,2018,WSH,LAD,4,5,9,2,23,8,14,306,83.5,3,44,0.0682,0.1429,2018-05-20T00:05:00Z
530084,2018-05-19,2018,ATL,MIA,8,1,9,2,7,5,14,251,85.6,2,55,0.0364,0.1429,2018-05-19T23:10:00Z
530085,2018-05-19,2018,MIN,MIL,4,5,9,3,20,11,11,290,82.4,5,39,0.1282,0.2727,2018-05-19T23:10:00Z
530086,2018-05-19,2018,KC,NYY,3,8,11,5,17,6,23,295,84.0,8,55,0.1455,0.2174,2018-05-19T23:15:00Z
530087,2018-05-19,2018,TOR,ATH,4,5,9,2,15,10,16,324,83.4,5,55,0.0909,0.125,2018-05-19T17:07:00Z
530088,2018-05-19,2018,STL,PHI,6,7,13,2,19,8,14,330,82.8,6,51,0.1176,0.1429,2018-05-19T18:15:00Z
530089,2018-05-19,2018,PIT,SD,2,6,8,2,10,1,18,243,87.1,2,60,0.0333,0.1111,2018-05-19T23:05:00Z
530090,2018-05-19,2018,LAA,TB,3,5,8,2,18,8,11,292,83.7,2,45,0.0444,0.1818,2018-05-20T01:07:00Z
530091,2018-05-19,2018,CWS,TEX,5,3,8,1,12,6,13,279,85.2,4,52,0.0769,0.0769,2018-05-19T23:10:00Z
530092,2018-05-20,2018,NYM,AZ,4,1,5,3,15,2,14,240,81.4,3,49,0.0612,0.2143,2018-05-20T17:10:00Z
530093,2018-05-20,2018,BOS,BAL,5,0,5,3,18,5,25,324,83.1,4,59,0.0678,0.12,2018-05-20T17:05:00Z
530094,2018-05-20,2018,CIN,CHC,1,6,7,3,20,9,13,274,82.5,3,45,0.0667,0.2308,2018-05-20T17:10:00Z
530095,2018-05-20,2018,HOU,CLE,3,1,4,1,16,3,12,250,81.6,3,46,0.0652,0.0833,2018-05-21T00:08:00Z
530096,2018-05-20,2018,SF,COL,9,5,14,3,15,7,26,326,83.5,2,58,0.0345,0.1154,2018-05-20T20:05:00Z
530097,2018-05-20,2018,SEA,DET,3,2,5,2,18,4,16,314,82.2,4,58,0.069,0.125,2018-05-20T20:10:00Z
530098,2018-05-20,2018,WSH,LAD,2,7,9,4,19,9,11,301,85.8,6,45,0.1333,0.3636,2018-05-20T17:35:00Z
530099,2018-05-20,2018,ATL,MIA,10,9,19,3,15,12,24,330,83.0,3,61,0.0492,0.125,2018-05-20T17:35:00Z
530100,2018-05-20,2018,MIN,MIL,3,1,4,1,26,7,13,310,82.2,5,36,0.1389,0.0769,2018-05-20T18:10:00Z
530101,2018-05-20,2018,KC,NYY,1,10,11,4,13,5,18,261,86.4,8,57,0.1404,0.2222,2018-05-20T18:15:00Z
530102,2018-05-20,2018,TOR,ATH,2,9,11,2,10,9,15,340,81.0,4,59,0.0678,0.1333,2018-05-20T17:07:00Z
530103,2018-05-20,2018,STL,PHI,5,1,6,2,22,4,12,277,83.0,3,41,0.0732,0.1667,2018-05-20T18:15:00Z
530104,2018-05-20,2018,PIT,SD,5,8,13,3,12,5,19,306,84.1,5,64,0.0781,0.1579,2018-05-20T17:35:00Z
530105,2018-05-20,2018,LAA,TB,5,2,7,2,19,10,11,292,81.8,1,43,0.0233,0.1818,2018-05-20T20:07:00Z
530106,2018-05-20,2018,CWS,TEX,3,0,3,1,23,2,10,248,82.8,4,38,0.1053,0.1,2018-05-20T18:10:00Z
530107,2018-05-21,2018,MIL,AZ,4,2,6,4,17,4,9,237,82.4,3,42,0.0714,0.4444,2018-05-21T23:40:00Z
530108,2018-05-21,2018,PHI,ATL,3,0,3,2,16,4,13,271,84.6,2,47,0.0426,0.1538,2018-05-21T23:05:00Z
530109,2018-05-21,2018,CWS,BAL,2,3,5,3,21,8,15,302,86.1,8,45,0.1778,0.2,2018-05-22T00:10:00Z
530110,2018-05-21,2018,LAD,COL,1,2,3,2,14,5,6,245,84.2,3,45,0.0667,0.3333,2018-05-22T02:10:00Z
530111,2018-05-21,2018,MIN,DET,4,2,6,1,16,6,11,261,82.7,2,44,0.0455,0.0909,2018-05-22T00:10:00Z
530112,2018-05-21,2018,STL,KC,6,0,6,2,19,2,14,250,84.3,2,44,0.0455,0.1429,2018-05-22T00:15:00Z
530113,2018-05-21,2018,NYM,MIA,2,0,2,0,14,5,14,289,82.1,0,49,0.0,0.0,2018-05-21T23:10:00Z
530114,2018-05-21,2018,TEX,NYY,5,10,15,8,14,8,17,312,82.8,8,57,0.1404,0.4706,2018-05-22T00:05:00Z
530115,2018-05-21,2018,WSH,SD,10,2,12,5,12,5,19,289,84.9,4,57,0.0702,0.2632,2018-05-21T23:05:00Z
530116,2018-05-22,2018,MIL,AZ,1,0,1,0,18,10,7,265,82.9,1,34,0.0294,0.0,2018-05-22T23:40:00Z
530117,2018-05-22,2018,PHI,ATL,1,3,4,1,23,5,17,288,83.4,1,46,0.0217,0.0588,2018-05-22T23:05:00Z
530118,2018-05-22,2018,CWS,BAL,3,2,5,0,22,5,20,299,85.2,1,47,0.0213,0.0,2018-05-23T00:10:00Z
530119,2018-05-22,2018,TB,BOS,2,4,6,3,16,7,13,288,83.8,3,47,0.0638,0.2308,2018-05-22T23:10:00Z
530120,2018-05-22,2018,CHC,CLE,1,10,11,2,14,13,21,340,85.3,5,59,0.0847,0.0952,2018-05-22T23:05:00Z
530121,2018-05-22,2018,LAD,COL,5,3,8,3,13,5,13,274,85.7,3,51,0.0588,0.2308,2018-05-23T02:10:00Z
530122,2018-05-22,2018,MIN,DET,6,0,6,0,12,5,14,272,83.6,1,50,0.02,0.0,2018-05-23T00:10:00Z
530123,2018-05-22,2018,STL,KC,1,5,6,2,17,4,21,247,81.9,1,54,0.0185,0.0952,2018-05-23T00:15:00Z
530124,2018-05-22,2018,TOR,LAA,5,3,8,1,13,6,10,249,86.1,1,45,0.0222,0.1,2018-05-22T23:07:00Z
530125,2018-05-22,2018,NYM,MIA,1,5,6,1,19,5,13,308,81.3,3,47,0.0638,0.0769,2018-05-22T23:10:00Z
530126,2018-05-22,2018,TEX,NYY,6,4,10,5,20,10,13,312,84.5,3,43,0.0698,0.3846,2018-05-23T00:05:00Z
530127,2018-05-22,2018,CIN,PIT,7,2,9,3,18,6,15,280,82.2,2,47,0.0426,0.2,2018-05-22T23:10:00Z
530128,2018-05-22,2018,WSH,SD,2,1,3,2,19,4,15,260,87.0,5,44,0.1136,0.1333,2018-05-22T23:05:00Z
530129,2018-05-22,2018,HOU,SF,11,2,13,1,16,10,20,311,81.3,1,50,0.02,0.05,2018-05-23T00:10:00Z
530130,2018-05-22,2018,ATH,SEA,2,3,5,1,17,4,13,301,84.6,1,55,0.0182,0.0769,2018-05-23T02:05:00Z
530131,2018-05-23,2018,MIL,AZ,9,2,11,4,20,10,14,301,84.2,8,44,0.1818,0.2857,2018-05-23T17:10:00Z
530132,2018-05-23,2018,PHI,ATL,4,0,4,0,17,7,16,274,83.8,2,48,0.0417,0.0,2018-05-23T23:05:00Z
530133,2018-05-23,2018,CWS,BAL,11,1,12,3,17,7,18,291,87.2,5,52,0.0962,0.1667,2018-05-24T00:10:00Z
530134,2018-05-23,2018,TB,BOS,1,4,5,0,24,9,8,291,80.7,1,35,0.0286,0.0,2018-05-23T23:10:00Z
530135,2018-05-23,2018,CHC,CLE,0,1,1,0,14,5,12,252,85.0,2,49,0.0408,0.0,2018-05-24T00:05:00Z
530136,2018-05-23,2018,LAD,COL,3,0,3,0,18,7,10,248,80.7,1,39,0.0256,0.0,2018-05-24T02:10:00Z
530137,2018-05-23,2018,MIN,DET,1,4,5,1,14,6,15,310,84.6,4,51,0.0784,0.0667,2018-05-23T17:10:00Z
530138,2018-05-23,2018,STL,KC,2,5,7,1,22,4,14,301,82.4,2,52,0.0385,0.0714,2018-05-23T17:15:00Z
530139,2018-05-23,2018,TOR,LAA,4,5,9,2,16,11,18,358,83.1,4,55,0.0727,0.1111,2018-05-23T23:07:00Z
530140,2018-05-23,2018,NYM,MIA,1,2,3,1,16,6,15,293,83.7,1,52,0.0192,0.0667,2018-05-23T23:10:00Z
530141,2018-05-23,2018,TEX,NYY,12,10,22,6,18,6,25,334,83.3,4,61,0.0656,0.24,2018-05-23T23:05:00Z
530142,2018-05-23,2018,CIN,PIT,4,5,9,2,18,11,26,393,81.2,3,79,0.038,0.0769,2018-05-23T23:10:00Z
530143,2018-05-23,2018,WSH,SD,1,3,4,1,21,3,15,294,84.2,2,45,0.0444,0.0667,2018-05-23T20:05:00Z
530144,2018-05-23,2018,HOU,SF,4,1,5,1,15,6,11,275,82.3,3,47,0.0638,0.0909,2018-05-23T18:10:00Z
530145,2018-05-23,2018,ATH,SEA,0,1,1,0,17,5,9,277,83.0,0,45,0.0,0.0,2018-05-24T02:05:00Z
530146,2018-05-24,2018,CWS,BAL,3,9,12,3,22,8,14,324,80.1,4,46,0.087,0.2143,2018-05-24T18:10:00Z
530147,2018-05-24,2018,TB,BOS,6,3,9,1,16,6,19,310,82.4,2,51,0.0392,0.0526,2018-05-24T23:10:00Z
530148,2018-05-24,2018,CLE,HOU,2,8,10,2,17,6,19,278,84.1,2,51,0.0392,0.1053,2018-05-24T22:10:00Z
530149,2018-05-24,2018,TEX,KC,2,8,10,0,16,5,16,298,82.8,0,51,0.0,0.0,2018-05-25T00:05:00Z
530150,2018-05-24,2018,TOR,LAA,1,8,9,3,14,5,17,277,83.1,3,55,0.0545,0.1765,2018-05-24T16:37:00Z
530151,2018-05-24,2018,MIL,NYM,0,5,5,0,10,7,18,315,82.5,0,59,0.0,0.0,2018-05-25T00:10:00Z
530152,2018-05-24,2018,CIN,PIT,5,4,9,4,16,5,15,276,81.8,3,49,0.0612,0.2667,2018-05-24T16:35:00Z
530153,2018-05-24,2018,ATH,SEA,4,3,7,0,13,5,15,266,83.2,0,48,0.0,0.0,2018-05-24T19:35:00Z
530154,2018-05-25,2018,ATH,AZ,1,7,8,2,15,7,17,299,86.5,8,56,0.1429,0.1176,2018-05-26T01:35:00Z
530155,2018-05-25,2018,BOS,ATL,6,2,8,4,17,7,14,293,83.3,3,47,0.0638,0.2857,2018-05-25T23:10:00Z
530156,2018-05-25,2018,TB,BAL,0,2,2,1,13,4,16,271,81.4,1,53,0.0189,0.0625,2018-05-25T23:10:00Z
530157,2018-05-25,2018,DET,CWS,5,4,9,1,12,6,20,263,83.4,2,54,0.037,0.05,2018-05-25T23:10:00Z
530158,2018-05-25,2018,COL,CIN,5,4,9,2,17,8,16,261,85.4,4,47,0.0851,0.125,2018-05-26T00:40:00Z
530159,2018-05-25,2018,CLE,HOU,2,11,13,1,16,4,26,336,85.1,1,64,0.0156,0.0385,2018-05-25T23:10:00Z
530160,2018-05-25,2018,TEX,KC,8,4,12,5,15,8,20,323,82.0,5,57,0.0877,0.25,2018-05-26T00:05:00Z
530161,2018-05-25,2018,NYY,LAA,2,1,3,2,12,9,11,271,83.8,4,46,0.087,0.1818,2018-05-25T23:05:00Z
530162,2018-05-25,2018,SEA,MIN,2,1,3,1,21,2,9,240,82.3,1,37,0.027,0.1111,2018-05-26T02:10:00Z
530163,2018-05-25,2018,MIL,NYM,4,3,7,3,19,7,16,295,85.4,2,53,0.0377,0.1875,2018-05-26T00:10:00Z
530164,2018-05-25,2018,LAD,SD,4,1,5,2,20,3,11,254,82.6,2,40,0.05,0.1818,2018-05-26T02:10:00Z
530165,2018-05-25,2018,CHC,SF,6,2,8,1,18,8,12,262,81.6,1,43,0.0233,0.0833,2018-05-25T18:20:00Z
530166,2018-05-25,2018,PIT,STL,8,1,9,1,17,1,19,225,85.2,1,52,0.0192,0.0526,2018-05-25T23:05:00Z
530167,2018-05-25,2018,PHI,TOR,5,6,11,3,21,6,18,291,83.6,4,50,0.08,0.1667,2018-05-25T23:05:00Z
530168,2018-05-25,2018,MIA,WSH,5,9,14,3,19,9,20,356,81.0,5,55,0.0909,0.15,2018-05-25T23:10:00Z
530169,2018-05-26,2018,ATH,AZ,3,0,3,3,8,1,7,216,85.3,4,51,0.0784,0.4286,2018-05-26T20:05:00Z
530170,2018-05-26,2018,BOS,ATL,8,6,14,3,12,10,21,350,83.3,3,60,0.05,0.1429,2018-05-26T17:05:00Z
530171,2018-05-26,2018,TB,BAL,5,1,6,0,19,7,14,246,84.7,0,43,0.0,0.0,2018-05-26T20:10:00Z
530172,2018-05-26,2018,DET,CWS,4,8,12,6,17,6,22,307,85.0,6,60,0.1,0.2727,2018-05-26T20:10:00Z
530173,2018-05-26,2018,COL,CIN,5,6,11,2,10,8,22,296,81.5,4,59,0.0678,0.0909,2018-05-27T01:10:00Z
530174,2018-05-26,2018,CLE,HOU,8,6,14,6,15,6,18,324,84.4,7,54,0.1296,0.3333,2018-05-26T23:15:00Z
530175,2018-05-26,2018,TEX,KC,4,3,7,1,11,7,14,293,82.3,4,58,0.069,0.0714,2018-05-26T20:05:00Z
530176,2018-05-26,2018,NYY,LAA,4,11,15,5,19,10,18,341,86.0,6,51,0.1176,0.2778,2018-05-26T23:15:00Z
530177,2018-05-26,2018,SEA,MIN,4,3,7,3,19,4,18,325,83.3,6,64,0.0938,0.1667,2018-05-27T02:10:00Z
530178,2018-05-26,2018,MIL,NYM,17,6,23,4,20,13,31,360,83.3,4,61,0.0656,0.129,2018-05-26T20:10:00Z
530179,2018-05-26,2018,LAD,SD,5,7,12,6,17,9,18,308,84.9,6,53,0.1132,0.3333,2018-05-27T02:10:00Z
530180,2018-05-26,2018,CHC,SF,4,5,9,3,20,8,18,300,83.6,2,48,0.0417,0.1667,2018-05-26T23:15:00Z
530181,2018-05-26,2018,PIT,STL,1,4,5,2,15,3,17,280,83.0,3,52,0.0577,0.1176,2018-05-26T20:05:00Z
530182,2018-05-26,2018,PHI,TOR,2,1,3,2,17,3,9,223,83.0,1,41,0.0244,0.2222,2018-05-26T20:05:00Z
530183,2018-05-26,2018,MIA,WSH,1,4,5,2,15,6,13,282,79.2,2,51,0.0392,0.1538,2018-05-26T20:10:00Z
530184,2018-05-27,2018,ATH,AZ,2,1,3,1,20,6,10,259,82.7,2,39,0.0513,0.1,2018-05-27T20:05:00Z
530185,2018-05-27,2018,BOS,ATL,1,7,8,1,20,10,13,302,83.0,4,46,0.087,0.0769,2018-05-27T17:05:00Z
530186,2018-05-27,2018,TB,BAL,8,3,11,2,12,13,18,322,82.0,4,54,0.0741,0.1111,2018-05-27T17:10:00Z
530187,2018-05-27,2018,DET,CWS,3,2,5,1,15,4,11,233,86.4,1,46,0.0217,0.0909,2018-05-27T17:10:00Z
530188,2018-05-27,2018,COL,CIN,8,2,10,4,15,7,23,273,84.8,3,56,0.0536,0.1739,2018-05-27T19:10:00Z
530189,2018-05-27,2018,CLE,HOU,10,9,19,6,33,5,25,451,81.1,7,71,0.0986,0.24,2018-05-27T17:10:00Z
530190,2018-05-27,2018,TEX,KC,3,5,8,4,13,6,18,288,82.9,2,55,0.0364,0.2222,2018-05-27T19:05:00Z
530191,2018-05-27,2018,NYY,LAA,3,1,4,1,20,11,9,318,81.9,3,38,0.0789,0.1111,2018-05-27T17:05:00Z
530192,2018-05-27,2018,SEA,MIN,3,1,4,1,11,1,15,210,82.3,0,52,0.0,0.0667,2018-05-27T20:10:00Z
530193,2018-05-27,2018,MIL,NYM,8,7,15,3,14,5,21,284,84.8,4,56,0.0714,0.1429,2018-05-27T18:10:00Z
530194,2018-05-27,2018,LAD,SD,6,1,7,2,15,2,16,238,82.3,3,50,0.06,0.125,2018-05-27T20:10:00Z
530195,2018-05-27,2018,CHC,SF,8,3,11,1,16,14,22,353,85.4,2,55,0.0364,0.0455,2018-05-28T00:08:00Z
530196,2018-05-27,2018,PIT,STL,4,6,10,0,16,6,13,282,81.1,1,51,0.0196,0.0,2018-05-27T17:35:00Z
530197,2018-05-27,2018,PHI,TOR,3,5,8,1,23,8,14,283,82.6,1,42,0.0238,0.0714,2018-05-27T17:35:00Z
530198,2018-05-27,2018,MIA,WSH,2,5,7,3,15,4,18,324,83.9,4,56,0.0714,0.1667,2018-05-27T17:10:00Z
529729,2018-05-28,2018,ATL,NYM,5,8,13,2,16,4,28,318,83.0,4,65,0.0615,0.0714,2018-04-22T17:35:00Z
530199,2018-05-28,2018,PIT,CHC,0,7,7,2,14,5,14,274,81.3,2,52,0.0385,0.1429,2018-05-28T17:35:00Z
530200,2018-05-28,2018,CLE,CWS,9,6,15,3,14,6,23,285,88.1,6,56,0.1071,0.1304,2018-05-28T20:10:00Z
530201,2018-05-28,2018,AZ,CIN,12,5,17,3,8,6,27,314,85.9,4,67,0.0597,0.1111,2018-05-28T20:10:00Z
530202,2018-05-28,2018,NYY,HOU,1,5,6,3,17,2,14,296,83.5,1,50,0.02,0.2143,2018-05-28T17:05:00Z
530203,2018-05-28,2018,DET,LAA,9,3,12,3,13,9,19,310,82.6,3,54,0.0556,0.1579,2018-05-28T17:10:00Z
530204,2018-05-28,2018,SD,MIA,2,7,9,1,11,3,21,282,81.4,4,58,0.069,0.0476,2018-05-28T20:10:00Z
530205,2018-05-28,2018,KC,MIN,5,8,13,2,18,8,25,296,83.2,4,61,0.0656,0.08,2018-05-28T23:15:00Z
530206,2018-05-28,2018,ATL,NYM,4,3,7,3,22,9,15,297,84.6,2,41,0.0488,0.2,2018-05-28T17:10:00Z
530207,2018-05-28,2018,LAD,PHI,5,4,9,1,21,4,14,301,80.6,0,44,0.0,0.0714,2018-05-29T00:10:00Z
530208,2018-05-28,2018,COL,SF,6,5,11,2,13,5,23,319,82.7,0,68,0.0,0.087,2018-05-28T23:10:00Z
530209,2018-05-28,2018,MIL,STL,8,3,11,4,18,5,15,290,82.9,4,47,0.0851,0.2667,2018-05-28T18:10:00Z
530210,2018-05-28,2018,ATH,TB,0,1,1,0,21,6,14,357,85.6,3,69,0.0435,0.0,2018-05-28T20:05:00Z
530211,2018-05-28,2018,SEA,TEX,2,1,3,0,9,7,11,243,80.6,0,48,0.0,0.0,2018-05-28T20:10:00Z
530212,2018-05-28,2018,BOS,TOR,8,3,11,2,13,9,18,272,87.4,4,54,0.0741,0.1111,2018-05-28T17:05:00Z
530213,2018-05-28,2018,BAL,WSH,0,6,6,1,9,6,17,273,84.2,0,58,0.0,0.0588,2018-05-28T17:05:00Z
530214,2018-05-29,2018,PIT,CHC,6,8,14,5,15,4,27,295,86.8,5,65,0.0769,0.1852,2018-05-29T23:05:00Z
530215,2018-05-29,2018,CLE,CWS,7,3,10,4,14,4,22,305,85.4,4,55,0.0727,0.1818,2018-05-29T22:10:00Z
530216,2018-05-29,2018,AZ,CIN,5,2,7,2,17,6,11,263,88.9,2,43,0.0465,0.1818,2018-05-30T01:40:00Z
530217,2018-05-29,2018,NYY,HOU,6,5,11,4,27,7,24,347,85.1,6,56,0.1071,0.1667,2018-05-29T23:05:00Z
530218,2018-05-29,2018,DET,LAA,2,9,11,6,13,6,24,344,85.0,5,60,0.0833,0.25,2018-05-29T23:10:00Z
530219,2018-05-29,2018,SD,MIA,9,5,14,2,17,3,20,301,85.0,2,52,0.0385,0.1,2018-05-30T02:10:00Z
530220,2018-05-29,2018,KC,MIN,2,1,3,1,24,11,16,405,84.0,4,72,0.0556,0.0625,2018-05-30T00:15:00Z
530221,2018-05-29,2018,ATL,NYM,7,6,13,4,13,7,21,291,84.3,6,59,0.1017,0.1905,2018-05-29T23:35:00Z
530222,2018-05-29,2018,LAD,PHI,1,6,7,1,17,7,21,309,81.7,2,55,0.0364,0.0476,2018-05-30T02:10:00Z
530223,2018-05-29,2018,COL,SF,11,4,15,4,12,2,27,304,83.3,5,66,0.0758,0.1481,2018-05-30T00:40:00Z
530224,2018-05-29,2018,MIL,STL,1,6,7,3,16,7,13,266,84.2,1,48,0.0208,0.2308,2018-05-29T23:40:00Z
530225,2018-05-29,2018,ATH,TB,3,4,7,4,21,5,15,305,81.7,3,46,0.0652,0.2667,2018-05-30T02:05:00Z
530226,2018-05-29,2018,SEA,TEX,5,9,14,2,21,8,24,356,84.2,2,55,0.0364,0.0833,2018-05-30T02:10:00Z
530227,2018-05-29,2018,BOS,TOR,8,3,11,3,11,4,21,282,84.5,6,58,0.1034,0.1429,2018-05-29T23:10:00Z
530228,2018-05-29,2018,BAL,WSH,2,3,5,3,18,2,21,299,81.5,2,52,0.0385,0.1429,2018-05-29T23:05:00Z
530229,2018-05-30,2018,PIT,CHC,2,1,3,1,10,7,18,241,82.8,1,56,0.0179,0.0556,2018-05-30T23:05:00Z
530230,2018-05-30,2018,CLE,CWS,9,1,10,3,17,6,18,316,84.2,3,51,0.0588,0.1667,2018-05-30T17:10:00Z
530231,2018-05-30,2018,AZ,CIN,4,7,11,4,16,4,25,300,85.1,4,63,0.0635,0.16,2018-05-30T19:40:00Z
530232,2018-05-30,2018,NYY,HOU,5,3,8,1,24,5,15,294,86.2,3,42,0.0714,0.0667,2018-05-30T22:35:00Z
530233,2018-05-30,2018,DET,LAA,6,1,7,0,17,7,16,279,82.9,1,50,0.02,0.0,2018-05-30T23:10:00Z
530234,2018-05-30,2018,SD,MIA,3,2,5,2,15,6,10,257,82.5,2,47,0.0426,0.2,2018-05-31T02:10:00Z
530235,2018-05-30,2018,KC,MIN,11,8,19,5,15,7,27,317,84.4,5,62,0.0806,0.1852,2018-05-31T00:15:00Z
530236,2018-05-30,2018,ATL,NYM,1,4,5,1,6,7,14,267,84.3,3,60,0.05,0.0714,2018-05-30T23:35:00Z
530237,2018-05-30,2018,LAD,PHI,8,2,10,3,23,6,21,301,81.6,3,50,0.06,0.1429,2018-05-31T02:10:00Z
530238,2018-05-30,2018,COL,SF,4,7,11,1,14,5,22,293,85.1,1,61,0.0164,0.0455,2018-05-31T00:40:00Z
530239,2018-05-30,2018,MIL,STL,3,2,5,2,17,9,18,321,84.7,2,51,0.0392,0.1111,2018-05-30T17:10:00Z
530240,2018-05-30,2018,ATH,TB,0,6,6,2,13,4,11,295,82.4,3,53,0.0566,0.1818,2018-05-31T02:05:00Z
530241,2018-05-30,2018,SEA,TEX,6,7,13,0,22,9,24,328,83.1,2,53,0.0377,0.0,2018-05-31T02:10:00Z
530242,2018-05-30,2018,BOS,TOR,6,4,10,3,18,3,17,267,83.0,4,49,0.0816,0.1765,2018-05-30T17:05:00Z
530243,2018-05-30,2018,BAL,WSH,0,2,2,1,14,3,11,268,82.0,1,49,0.0204,0.0909,2018-05-30T23:05:00Z
530244,2018-05-31,2018,HOU,BOS,4,2,6,1,16,8,13,292,83.6,3,45,0.0667,0.0769,2018-06-01T00:10:00Z
530245,2018-05-31,2018,NYM,CHC,1,5,6,2,17,9,15,311,83.0,1,51,0.0196,0.1333,2018-05-31T23:10:00Z
530246,2018-05-31,2018,MIN,CLE,8,9,17,6,15,5,24,341,84.2,6,60,0.1,0.25,2018-06-01T00:10:00Z
530247,2018-05-31,2018,DET,LAA,6,2,8,1,14,3,20,283,84.7,3,56,0.0536,0.05,2018-05-31T17:10:00Z
530248,2018-05-31,2018,SD,MIA,8,3,11,2,22,9,20,318,86.1,1,49,0.0204,0.1,2018-06-01T01:10:00Z
530250,2018-05-31,2018,LAD,PHI,1,2,3,0,21,2,8,252,84.6,0,40,0.0,0.0,2018-05-31T23:35:00Z
530251,2018-05-31,2018,STL,PIT,10,8,18,3,13,6,26,326,82.7,3,64,0.0469,0.1154,2018-05-31T23:15:00Z
530252,2018-05-31,2018,ATH,TB,7,3,10,3,16,8,14,271,83.9,4,50,0.08,0.2143,2018-05-31T19:35:00Z
530253,2018-05-31,2018,SEA,TEX,6,1,7,2,11,5,19,288,82.8,3,56,0.0536,0.1053,2018-06-01T02:10:00Z
530254,2018-05-31,2018,ATL,WSH,4,2,6,0,12,8,12,257,84.4,1,48,0.0208,0.0,2018-05-31T23:35:00Z
530255,2018-06-01,2018,HOU,BOS,7,3,10,5,17,5,19,285,84.0,3,52,0.0577,0.2632,2018-06-02T00:10:00Z
530256,2018-06-01,2018,NYM,CHC,4,7,11,2,14,8,23,316,84.2,3,60,0.05,0.087,2018-06-01T23:10:00Z
530257,2018-06-01,2018,SD,CIN,2,7,9,1,13,10,15,294,85.9,4,54,0.0741,0.0667,2018-06-02T02:10:00Z
530258,2018-06-01,2018,MIN,CLE,7,4,11,3,13,6,16,270,86.0,4,54,0.0741,0.1875,2018-06-02T00:10:00Z
530259,2018-06-01,2018,COL,LAD,8,11,19,4,12,8,25,339,83.9,3,66,0.0455,0.16,2018-06-02T00:40:00Z
530260,2018-06-01,2018,AZ,MIA,9,1,10,6,12,4,19,267,86.0,7,57,0.1228,0.3158,2018-06-02T01:40:00Z
530261,2018-06-01,2018,CWS,MIL,8,3,11,1,9,10,16,305,83.2,3,55,0.0545,0.0625,2018-06-02T00:10:00Z
530262,2018-06-01,2018,BAL,NYY,1,4,5,2,20,4,17,305,84.5,4,49,0.0816,0.1176,2018-06-01T23:05:00Z
530263,2018-06-01,2018,KC,ATH,0,16,16,4,15,5,24,311,84.9,4,59,0.0678,0.1667,2018-06-02T00:15:00Z
530264,2018-06-01,2018,SF,PHI,4,0,4,0,21,4,15,291,80.8,1,45,0.0222,0.0,2018-06-02T02:15:00Z
530265,2018-06-01,2018,STL,PIT,0,4,4,0,12,3,13,267,84.9,4,54,0.0741,0.0,2018-06-02T00:15:00Z
530266,2018-06-01,2018,SEA,TB,4,3,7,3,24,5,22,396,80.8,4,68,0.0588,0.1364,2018-06-02T02:10:00Z
530267,2018-06-01,2018,LAA,TEX,6,0,6,2,15,4,19,260,86.4,4,53,0.0755,0.1053,2018-06-02T02:07:00Z
530268,2018-06-01,2018,DET,TOR,5,2,7,1,11,6,18,270,84.4,2,54,0.037,0.0556,2018-06-01T23:10:00Z
530269,2018-06-01,2018,ATL,WSH,4,0,4,1,21,2,11,231,83.1,2,39,0.0513,0.0909,2018-06-01T23:35:00Z
530270,2018-06-02,2018,HOU,BOS,4,5,9,3,20,8,11,323,82.6,3,45,0.0667,0.2727,2018-06-02T23:15:00Z
530271,2018-06-02,2018,NYM,CHC,1,7,8,2,39,13,24,484,81.2,3,68,0.0441,0.0833,2018-06-02T23:15:00Z
530272,2018-06-02,2018,SD,CIN,8,2,10,2,16,4,20,303,87.1,3,52,0.0577,0.1,2018-06-03T00:40:00Z
530273,2018-06-02,2018,MIN,CLE,7,1,8,1,23,8,15,315,82.9,0,43,0.0,0.0667,2018-06-02T20:10:00Z
530274,2018-06-02,2018,COL,LAD,4,12,16,3,15,9,23,333,84.2,3,58,0.0517,0.1304,2018-06-02T23:15:00Z
530275,2018-06-02,2018,AZ,MIA,6,2,8,3,14,7,16,300,83.7,6,51,0.1176,0.1875,2018-06-03T02:10:00Z
530276,2018-06-02,2018,CWS,MIL,0,5,5,4,17,4,15,271,83.2,3,49,0.0612,0.2667,2018-06-02T18:10:00Z
530277,2018-06-02,2018,BAL,NYY,5,8,13,5,24,3,24,340,83.6,7,53,0.1321,0.2083,2018-06-02T20:05:00Z
530278,2018-06-02,2018,KC,ATH,5,4,9,2,14,6,17,295,85.6,5,50,0.1,0.1176,2018-06-02T18:15:00Z
530279,2018-06-02,2018,SF,PHI,2,0,2,0,17,1,10,223,83.1,3,44,0.0682,0.0,2018-06-03T02:05:00Z
530280,2018-06-02,2018,STL,PIT,3,2,5,4,15,5,10,271,84.3,6,45,0.1333,0.4,2018-06-02T18:15:00Z
530281,2018-06-02,2018,SEA,TB,3,1,4,1,15,6,14,276,83.7,2,46,0.0435,0.0714,2018-06-03T02:10:00Z
530282,2018-06-02,2018,LAA,TEX,2,3,5,2,25,5,10,300,84.7,3,43,0.0698,0.2,2018-06-03T01:07:00Z
530283,2018-06-02,2018,DET,TOR,7,4,11,3,14,5,15,291,84.7,4,51,0.0784,0.2,2018-06-02T20:10:00Z
